Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
83;6827.267682;7373.075342;7427.624115;6032;8487.047072;6384.216788;7007.206576;6059.820459;6616.068923;7663.90501;6728.999926;5801.159884;7596.893049;6105.171578;6281.161676;6756.937768;5685.18355;5231.58714;5920.547272;5926.226455;5684;5916;6149.094242;6264;4504.625179;5088.15723;5210.969967;4845.690869;4203.299656;5759.256897;5261.082778;3940.586758;4547.732622;6019.718266;7007.206576;6602.835754;6677.812816;5499.91709;5862.305349;6748.967328;6200.305799;6129.367994;6184.007762;7997.272535;8409.799998;10713.5279;9990.826192;10019.74131;10234.98705;7876.049771;7765.071539;8907.863492;10014.36808;8474.353781;10089.33298;8782.356859;8222.100948;8612.169994;7793.611743;7667.415732;7990.539406;7916.946886;4368.135529;8727.795598;12309.67164;10115.97153;6077.55872;5105.318012;4385.045496;5053.660851;5759.256897;5818.530399;5486.444386;5209.678685;3528.002268;3913.173648;4884.412759;3597.870481;4547.732622;4348.066237;2138.934314;478.2802526;0;2365.945054;7590.691141;7610.165833;7377.636478;7336.484172;11703.93438;7611.933788;8202.438662;11903.43144;9312.567852;10743.00293;7881.173517;5731.151368;6381.054458;10273.69768;13195.98788;8355.221601;4477.660103;3945.705514;8300.284332;10563.64558;6637.389848;6389.48386;14873.8057;6152.375801;6089.723803;6995.675235;12813.66895;12644.5321;10124.61397;6736.993988;7814.302784;7514.07852;2784;10198.76855;5301.847225;7330.979744;8329.413905;4693.343371;6995.675235;9172.805896;10438.71103;1142.467505;10279.58988
84;4697.641962;5300.578082;5109.270007;3740.887595;6346.164826;4119.22517;4812.252695;3713.812058;4298.265697;5397.429018;4421.715504;3735.488188;5402.412794;4101.219331;4051.705814;4676.109494;3413.633841;2902.319073;3603.4761;3686.537671;3395.849231;3625.811909;3843.785634;3971.200322;3321.734487;3448.927949;3317.681118;3925.190441;3266.589659;3897.669047;3283.025434;3185.251011;3489.653278;4348.066237;5115.849881;4697.641962;4734.732939;3950.817637;4268.421722;5020.267722;4279.441085;4605.068512;4441.452015;6217.643283;6635.362236;8768.556552;7950.867123;8100.920442;8249.060068;5722.927922;5712.337525;6724.999331;8040.900447;6546.553292;7905.891474;6679.827543;6225.213249;6268.294824;5433.457831;5301.847225;5626.896836;5551.057557;4946.0093;6384.216788;9976.674396;7858.090353;3713.812058;2805.665696;2490.625624;2957.431318;3550.812865;3480;3123.395588;2843.774956;1415.960451;1547.633031;2554.635003;1322.603493;2391.401263;2287.877619;232;2204;2365.945054;0;5971.465482;6032;5838.154503;5869.187337;9340.701473;5252.12338;5841.610737;9544.481128;8027.501728;8944.043828;6763.904198;4304.522273;6175.297888;11225.06053;10835.29418;6036.45989;6837.115181;6290.794544;6594.679067;8375.328531;4417.148401;4140.403845;13575.96523;3890.758281;4480.664236;5057.653211;11035.2526;10748.63787;7779.787144;4482.165548;5599.328531;5151.235968;656.1950929;8249.875635;4955.522172;5096.084772;6246.791176;3706.558512;6204.644712;7011.046142;8078.465201;1276;9341.421733
85;7345.649052;7923.74255;6279.019032;6052.043622;8249.060068;6358.874114;7079.802257;5486.444386;5979.347122;6902.731054;6126.07411;7136.593025;7388.571716;7514.07852;6555.796214;7540;6102.967147;5587.299885;5801.159884;6370.502021;5988.342008;6028.652918;5964.701501;6105.171578;8532.113454;8004.840536;7427.624115;9237.12596;8715.452943;7803.101947;7200.414433;8782.356859;8776.992651;8496.554596;8442.537059;8144.819212;8053.4415;8468.794483;8596.531394;8810.656275;7858.090353;8950.81136;8403.397408;9512.707291;9833.352226;10906.46781;9870.229987;10479.23738;10331.81727;7798.78965;8255.582354;8258.841565;10221.83154;9286.522708;9075.471117;8663.57709;8811.419863;6473.174183;4827.607275;5311.989458;5598.12683;5341.041097;5800;6542.441135;9237.12596;8496.554596;4670.350736;4060;3489.653278;3280.975465;3266.589659;5551.057557;4676.109494;4884.412759;4588.969383;5187.677708;5569.208202;5914.862636;6384.216788;6628.260707;6069.80461;7159.183194;7590.691141;5971.465482;0;164.0487732;348;591.4862636;7316.281022;5611.331393;5825.464102;7281.252639;12080.16225;11570.38219;11300.3292;1888.343189;11747.5417;17175.05261;8400.995179;6725.999703;11558.16456;10586.5492;9990.826192;4317.008223;6755.941977;6471.095116;17017.24349;6303.615471;1512.454958;1508;13409.9211;12741.00404;7384.017335;6567.075453;7373.075342;5453.233903;6236.011546;10481.16329;3890.758281;6979.306556;8468.794483;9007.009715;11254.3915;8575.374044;6246.791176;6595.699205;13829.32131
86;7488.96575;8070.132589;6433.557025;6190.532126;8404.197999;6501.176509;7226.530011;5626.896836;6126.07411;7056.957985;6273.659219;7267.37917;7540;7647.207072;6695.923536;7681.442573;6236.011546;5713.515205;5938.701542;6506.348899;6121.679508;6165.484571;6105.171578;6246.791176;8634.016447;8120;7548.026497;9338.540357;8810.656275;7929.683979;7322.715343;8872.293954;8877.600577;8622.319873;8581.648327;8280.80769;8190.947198;8587.134563;8719.311899;8944.043828;7990.539406;9074.729748;8532.113454;9655.91135;9978.69731;11064.47866;10028.46668;10634.7393;10489.50485;7950.867123;8404.197999;8416.997089;10378.59721;9436.013565;9237.12596;8819.052103;8961.328473;6635.362236;4989.348655;5471.709057;5759.256897;5502.363129;5722.927922;6704.960552;9398.863761;8659.693297;4812.252695;4177.6108;3558.383903;3381.952099;3395.849231;5687.549912;4806.65705;5009.534909;4658.811866;5282.778057;5688.732724;6007.411423;6497.035632;6736.993988;6124.975755;7174.203789;7610.165833;6032;164.0487732;0;259.3838854;464;7470.976375;5769.761174;5987.218386;7433.056975;12217.50416;11725.18452;11427.03041;1888.343189;11844.5032;17244.63975;8547.082777;6886.141445;11540.68837;10558.54914;10133.91297;4445.994152;6899.806374;6613.017466;17168.39189;6442.962052;1556.303312;1660.867243;13568.52947;12901.5782;7548.026497;6712.983241;7526.603484;5611.331393;6311.082316;10637.90205;3799.77473;7129.990743;8621.539538;9108.03162;11368.59182;8733.960385;6406.30939;6628.260707;13961.02289
87;7446.621784;8037.552861;6434.602707;6134.853869;8406.599312;6456.522903;7195.740963;5577.65829;6096.349071;7056.004535;6246.791176;7190.128789;7526.603484;7575.608226;6644.48162;7633.117319;6165.484571;5626.896836;5880.639421;6442.962052;6052.043622;6105.171578;6055.377775;6200.305799;8496.554596;8007.361613;7446.621784;9199.904347;8662.023782;7841.805914;7225.598937;8715.452943;8737.811168;8532.113454;8525.802719;8216.370975;8130.764294;8480.702801;8622.319873;8872.293954;7916.946886;8980.078396;8448.909989;9611.914273;9941.545152;11080.88444;10046.56439;10637.90205;10504.24676;7939.858941;8379.344127;8435.361759;10388.31651;9413.884214;9280;8822.865748;8941.034392;6684.861704;5036.324056;5502.363129;5800;5544.994139;5466.788454;6757.933412;9523.310349;8719.311899;4768.714712;4074.886992;3377.970989;3250.070768;3321.734487;5626.896836;4731.890109;4921.463197;4477.660103;5136.84884;5587.299885;5856.56418;6381.054458;6613.017466;5925.091054;6938.700743;7377.636478;5838.154503;348;259.3838854;0;259.3838854;7632.235845;5791.874308;6033.115282;7603.97475;12155.11744;11724.6107;11337.77615;1648.669767;11697.60933;17058.31176;8733.190024;6918.308464;11287.81928;10302.47194;10089.33298;4663.142288;6859.710781;6567.075453;17150.74809;6389.48386;1357.74519;1672.975792;13587.85399;12934.39013;7639.284783;6679.827543;7522.132676;5631.677548;6134.853869;10647.38466;3548.917581;7113.931121;8612.951178;8968.833146;11252.59792;8754.734491;6546.553292;6406.30939;13883.21807
88;7631.35427;8228.644603;6647.518635;6311.082316;8619.198107;6640.430107;7388.571716;5759.256897;6290.794544;7267.37917;6442.962052;7348.396288;7730.336086;7738.165157;6823.324703;7813.441751;6330.242333;5779.08228;6055.377775;6613.017466;6217.643283;6277.947435;6236.011546;6383.162852;8596.531394;8133.246338;7583.597036;9298.107334;8749.353348;7990.539406;7366.685008;8793.075457;8835.058347;8678.319653;8700;8384.160304;8301.905323;8612.169994;8762.416105;9033.860747;8077.632326;9122.055909;8601.225959;9794.275063;10128.6003;11300.3292;10267.14683;10850.18636;10722.94363;8144.819212;8575.374044;8656.585008;10604.32893;9611.214283;9512.707291;9036.094732;9139.74004;6921.225325;5272.579634;5731.151368;6033.115282;5779.08228;5282.778057;6995.675235;9780.526775;8959.075845;4955.522172;4216.085388;3435.245552;3365.999406;3489.653278;5800;4895.4199;5073.591233;4529.944812;5231.58714;5726.453702;5944.363381;6505.31475;6728.999926;5946.626607;6891.024887;7336.484172;5869.187337;591.4862636;464;259.3838854;0;7891.411027;6016.364351;6268.294824;7862.370126;12322.78215;11934.47778;11483.41413;1611.523503;11785.28031;17094.16555;8989.064467;7146.955716;11185.43195;10184.90569;10271.07784;4906.402348;7046.462942;6749.964148;17349.27272;6567.075453;1411.200907;1902.541458;13808.38586;13161.78347;7889.705698;6871.470294;7731.206374;5855.415271;6190.532126;10863.20027;3347.961768;7316.281022;8819.052103;9066.570686;11373.32528;8977.08104;6805.553027;6388.430793;14037.91722
89;6089.723803;6072.02108;4697.641962;6018.600502;5245.714441;5828.92786;5688.732724;5773.258352;5397.429018;4856.785768;5352.366206;6918.308464;5332.21605;6938.700743;6049.819832;6329.17941;6381.054458;6613.017466;6019.718266;6287.585228;6329.17941;6121.679508;5862.305349;5813.903336;9332.054008;8306.766399;7689.321426;9838.140475;9780.526775;7518.554116;7464.669852;10071.31213;9560.680311;7966.928643;6976.413979;7056.004535;6892.001161;8406.599312;8217.189787;7632.235845;7159.183194;8368.095602;7717.269984;7271.08135;7281.252639;6506.348899;5722.927922;6567.075453;6134.853869;5423.542754;6015.245963;4795.446173;6200.305799;6505.31475;4512.086879;5411.123358;6177.476507;3480;3913.173648;4073.235569;3792.685592;3815.677135;12272.99735;3387.914993;2391.401263;3706.558512;5626.896836;6676.805224;7888.852895;7076.950756;6265.073982;6032;6217.643283;6501.176509;8317.288981;7793.611743;6937.731041;8217.189787;7575.608226;7885.440761;9565.605051;11488.68591;11703.93438;9340.701473;7316.281022;7470.976375;7632.235845;7891.411027;0;4204.899999;3631.374395;366.8242086;9650.335538;7486.270099;9845.660161;8216.370975;11975.56045;18048.34751;1508;3950.817637;16177.73779;15584.20174;7599.54946;3535.622152;5825.464102;5889.785056;12646.12826;6028.652918;7652.484041;6277.947435;8468.794483;7548.026497;2348.820981;5598.12683;5085.51197;4265.268104;9024.173757;6389.48386;10720.43357;5272.579634;5663.841806;9697.627751;10619.545;4878.899876;1281.261878;10581.46379;11530.77343
90;2348.820981;2690.599933;820.2438662;1834.121043;2678.06796;1724.463975;1944.514335;1577.770579;1233.096914;1396.824971;1233.096914;2881.380225;1972;3024.909916;1975.408818;2606.775786;2188.683623;2422.15111;1815.687198;2138.934314;2129.476931;1930.624769;1672.975792;1648.669767;5252.12338;4268.421722;3609.073011;5828.92786;5674.522711;3573.477858;3364;5942.099292;5496.245992;4158.240012;3489.653278;3381.952099;3231.38608;4477.660103;4377.367245;4073.235569;3323.759317;4619.655398;3944;4298.265697;4525.486935;5295.498466;4258.953862;4889.919427;4721.926725;2331.571144;2900;2647.749233;4618.198783;3856.018672;3528.002268;3082.196619;3381.952099;1100.472626;928;348;418.243948;518.7677708;8961.328473;1211.075555;4778.580542;3088.738254;1660.867243;2900;4372.753823;3631.374395;2927.707636;1834.121043;2216.176888;2436;4445.994152;3719.242934;2757.288523;4051.705814;3371.99051;3684.7122;5482.764266;7446.621784;7611.933788;5252.12338;5611.331393;5769.761174;5791.874308;6016.364351;4204.899999;0;591.4862636;4462.609102;6968.694569;5988.342008;6613.017466;5510.915713;8172.856539;14223.13271;5712.337525;1148.341413;12057.30584;11542.43718;4757.414424;4658.811866;1870.443798;1811.977925;11481.65633;1888.343189;5085.51197;4119.22517;7798.78965;7146.955716;2562.523756;1611.523503;1870.443798;164.0487732;4869.237312;4877.520682;7820.327359;1640.487732;2957.431318;5660.277025;7056.957985;2964.248303;3024.909916;6521.841458;8853.315763
91;2705.561679;2934.593669;1160;2388.586193;2678.06796;2228.287235;2287.877619;2167.058836;1770.663153;1577.770579;1740;3364;2167.058836;3460.612663;2466.193829;2964.248303;2749.958545;3011.535157;2391.401263;2670.520549;2698.091177;2490.625624;2231.304551;2188.683623;5762.76045;4760.242011;4114.322301;6316.410373;6195.963848;4026.72075;3876.899792;6473.174183;6001.809061;4571.342035;3792.685592;3740.887595;3582.879289;4932.387657;4802.456038;4409.526052;3735.488188;5018.927375;4343.421693;4482.165548;4663.142288;5148.623117;4114.322301;4812.252695;4588.969383;2460.731599;3071.262932;2533.478241;4512.086879;3945.705514;3250.070768;3051.483574;3487.72476;656.1950929;997.869731;624.6791176;259.3838854;492.1463197;9465.201952;742.7624115;4216.085388;2708.047267;2216.176888;3435.245552;4878.899876;4114.322301;3371.99051;2422.15111;2786.415619;3018.229945;5009.534909;4306.084997;3347.961768;4642.899094;3945.705514;4254.21203;6072.02108;8034.203881;8202.438662;5841.610737;5825.464102;5987.218386;6033.115282;6268.294824;3631.374395;591.4862636;0;3899.394825;7136.593025;5911.44923;6897.855899;5893.211009;8607.481397;14674.80235;5136.84884;956.5605051;12648.78808;12131.29309;4921.463197;4391.17843;2302.534256;2302.534256;11425.26394;2413.803637;5435.933774;4366.595012;7626.06268;6923.169216;2002.470474;2052.249498;2002.470474;696;5460.631465;4768.714712;8258.841565;1920.141661;3016;6156.748493;7424.906195;2824.784594;2482.508409;7110.147115;9039.816812
92;6406.30939;6406.30939;4989.348655;6287.585228;5598.12683;6112.880827;6001.809061;6019.718266;5669.778126;5173.391924;5631.677548;7215.349195;5660.277025;7247.911699;6338.739307;6648.530665;6647.518635;6854.80503;6277.947435;6566.050868;6591.617707;6388.430793;6129.367994;6087.513778;9628.69877;8607.481397;7982.957848;10145.19315;10073.31604;7827.206909;7754.66724;10359.78069;9860;8288.116795;7311.681612;7382.194796;7218.146022;8719.311899;8536.843445;7966.928643;7475.477777;8694.584981;8040.063681;7625.180391;7640.165443;6870.491103;6089.723803;6933.850878;6501.176509;5762.76045;6358.874114;5152.541897;6567.075453;6863.632857;4878.899876;5769.761174;6531.119353;3787.36003;4111.050474;4310.769769;4046.721142;4051.705814;12350.59578;3699.290743;2678.06796;4073.235569;5833.543006;6847.931074;8017.437995;7206.952199;6396.850475;6279.019032;6422.043289;6712.983241;8487.047072;7999.795997;7174.203789;8444.927472;7834.080418;8147.296975;9767.447978;11676.8852;11903.43144;9544.481128;7281.252639;7433.056975;7603.97475;7862.370126;366.8242086;4462.609102;3899.394825;0;10014.36808;7851.237864;10198.76855;8258.841565;12304.7516;18380.05267;1296.919427;4268.421722;16380.25152;15766.18813;7957.633819;3364;6124.975755;6177.476507;12996.65988;6307.883322;7689.321426;6303.615471;8816;7891.411027;2705.561679;5893.211009;5416.094534;4513.577738;9246.589858;6755.941977;10760.52415;5587.299885;6016.364351;10000.92236;10961.23278;5240.581647;1467.296834;10775.51966;11896.08137
93;4778.580542;4292;6152.375801;6028.652918;4558.076787;5741.707063;5109.270007;6598.758671;6175.297888;5587.299885;6049.819832;4989.348655;5000.124798;4588.969383;5530.414813;4561.027954;5992.834388;6567.075453;6279.019032;5712.337525;6105.171578;6052.043622;6121.679508;5988.342008;4840.133882;4600.683427;4928.293822;4477.660103;5109.270007;4417.148401;5088.15723;5382.45;4768.714712;3787.36003;3642.473885;3938.879028;4026.72075;4086.428269;3799.77473;3301.417877;4255.793228;3443.070722;3792.685592;2670.520549;2479.796766;3713.812058;4060;3285.074124;3776.686378;4676.109494;4074.886992;4915.991863;3623.95585;3235.547558;5213.551573;4292;3662.73559;6756.937768;7895.672739;7316.281022;7225.598937;7446.621784;12971.78785;6781.785016;8261.28513;5971.465482;7418.560507;8144.819212;9352.218988;9060.632208;8834.296803;6530.089126;7427.624115;7266.45333;8563.597375;7522.132676;6679.827543;7022.552243;6069.80461;5971.465482;8170.386527;9527.548268;9312.567852;8027.501728;12080.16225;12217.50416;12155.11744;12322.78215;9650.335538;6968.694569;7136.593025;10014.36808;0;2906.951668;1508;11228.6562;4298.265697;9390.269858;10822.24672;6256.476964;12385.95398;12555.89487;2216.176888;11518.51379;5367.42918;5626.896836;5577.65829;5779.08228;11044.39405;10603.69445;4298.265697;4670.350736;7326.389561;5587.299885;5136.84884;7079.802257;7377.636478;3528.002268;12776.86159;5337.260721;4164.706952;4619.655398;2730.315733;4782.802526;9060.632208;8860.152595;1913.12101
94;4518.047366;3862.991587;5291.685554;5851.967191;3321.734487;5453.233903;4640;6311.082316;5694.643097;4668.909937;5534.063245;5272.579634;4217.680879;4873.380757;5347.335785;4429.316877;5992.834388;6648.530665;6105.171578;5665.029567;6078.665643;5926.226455;5870.333551;5707.624374;6346.164826;5655.520489;5631.677548;6279.019032;6755.941977;5053.660851;5663.841806;7091.196796;6389.48386;4723.351353;3829.757172;4247.881354;4222.463736;5255.964992;4889.919427;3994.848683;4666.027004;4658.811866;4565.451128;2749.958545;2334.454969;991.1044345;1859.621467;1100.472626;1392;3799.77473;3460.612663;3377.970989;1411.200907;2460.731599;3024.909916;2909.265199;2881.380225;5347.335785;6859.710781;6313.214078;6089.723803;6346.164826;13753.21751;5323.376372;5706.445479;3843.785634;7046.462942;8098.42849;9537.429423;9024.919279;8558.88217;6358.874114;7284.947769;7247.911699;9028.645967;7966.928643;6890.048476;7702.43494;6613.017466;6661.673063;9137.531395;10843.36332;10743.00293;8944.043828;11570.38219;11725.18452;11724.6107;11934.47778;7486.270099;5988.342008;5911.44923;7851.237864;2906.951668;0;4026.72075;11166.16747;6941.609035;12296.54716;8444.927472;4955.522172;14406.90112;14380.25758;2457.995932;10000.2496;5036.324056;5362.41289;5514.577046;5599.328531;10845.22457;10064.62955;2091.21974;1985.600161;5347.335785;5151.235968;4203.299656;6139.239041;8301.094868;1165.785572;13140.2965;4635.647959;3123.395588;6330.242333;5282.778057;3095.266063;7200.414433;10028.46668;4432.353776
95;4277.868628;3964.417738;5800;5341.041097;4600.683427;5136.84884;4670.350736;5920.547272;5626.896836;5322.112363;5530.414813;4177.6108;4738.993986;3829.757172;4894.045361;4026.72075;5221.28873;5713.515205;5569.208202;4989.348655;5337.260721;5337.260721;5463.095093;5356.135921;3480;3448.927949;3913.173648;3036.01054;3692.008667;3497.356716;4119.22517;3940.586758;3371.99051;2805.665696;3123.395588;3280.975465;3413.633841;2934.593669;2730.315733;2575.617984;3481.932797;2365.945054;2902.319073;2575.617984;2624.780372;4631.291828;4666.027004;4046.721142;4518.047366;4513.577738;3890.758281;5057.653211;4317.008223;3371.99051;5665.029567;4456.574469;3668.242086;6643.468973;7512.287534;6949.358532;6933.850878;7122.437785;11679.76575;6692.908486;8786.186431;6320.669585;6728.999926;7267.37917;8333.451626;8144.819212;8034.203881;5800;6628.260707;6417.851354;7453.846255;6456.522903;5759.256897;5880.639421;5036.324056;4878.899876;6886.141445;8120.828529;7881.173517;6763.904198;11300.3292;11427.03041;11337.77615;11483.41413;9845.660161;6613.017466;6897.855899;10198.76855;1508;4026.72075;0;10269.11252;2920.805368;8495.762709;11141.43617;6124.975755;10878.05424;11054.1366;2296.682825;11266.34138;4824.819168;5021.607711;6995.675235;5115.849881;10147.18247;9870.911609;5694.643097;5944.363381;7497.944252;5073.591233;4935.114994;6695.923536;6129.367994;4306.084997;11626.0707;4989.348655;4182.43948;3200.0025;1276;5020.267722;9082.140717;7500.635706;2606.775786
